No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://content.staatsbibliothek-berlin.de/zefys/SNP27646518-18970505-0-20-0-0/left,top,width,height/full/0/default.jpg
0	F	O	O	-	0	659	900	519	705	-
0	N	O	O	-	0	907	1202	537	705	-
0	EIJEAECLODOTITETBELBRII	I-PER	O	-	0	668	2341	746	857	-
0	Elenung	O	O	-	0	875	1062	890	957	-
0	dioson	O	O	-	0	1080	1229	891	944	-
0	Sonnabond	O	O	-	0	1241	1513	888	966	-
0	,	O	O	-	0	1241	1513	888	966	-
0	8	O	O	-	0	1535	1574	890	941	-
0	.	O	O	-	0	1535	1574	890	941	-
0		O	O	-	0	1590	1682	888	953	-
0	Ial	O	O	-	0	1590	1682	888	953	-
0	,	O	O	-	0	1590	1682	888	953	-
0	und	O	O	-	0	1703	1787	889	941	-
0	iolgende	O	O	-	0	1802	1995	889	955	-
0	Tage	O	O	-	0	2012	2140	892	956	-
0	.	O	O	-	0	2012	2140	892	956	-
0	nan	O	O	-	0	1312	1486	974	997	-
0	Gegammtwerm	O	O	-	0	1312	1486	974	997	-
0	der	O	O	-	0	1502	1540	973	996	-
0	Gewinne	O	O	-	0	1554	1662	972	995	-
0	:	O	O	-	0	1554	1662	972	995	-
0	JJJ	O	O	-	0	1874	2244	1012	1279	-
0	.	O	O	-	0	1874	2244	1012	1279	-
0	nan	O	O	-	0	772	1719	1011	1293	-
0	JJJJJ	O	O	-	0	772	1719	1011	1293	-
0	Locas	O	O	-	0	654	776	1306	1334	-
0	A	O	O	-	0	799	825	1307	1334	-
0	I	O	O	-	0	847	869	1307	1334	-
0	Hurt	O	O	-	0	892	1012	1307	1339	-
0	,	O	O	-	0	892	1012	1307	1339	-
0	.	O	O	-	0	892	1012	1307	1339	-
0	nan	O	O	-	0	1019	1071	1306	1335	-
0	II	O	O	-	0	1019	1071	1306	1335	-
0	Looso	O	O	-	0	1096	1183	1306	1335	-
0	15	O	O	-	0	1208	1250	1294	1335	-
0	Nart	O	O	-	0	1269	1349	1306	1335	-
0	Worto	O	O	-	0	1375	1473	1306	1340	-
0	und	O	O	-	0	1497	1553	1306	1335	-
0	beido	O	O	-	0	1579	1657	1306	1335	-
0	Listoen	O	O	-	0	1682	1777	1306	1335	-
0	30	O	O	-	0	1804	1842	1305	1334	-
0	Pt	O	O	-	0	1866	1935	1305	1340	-
0	.	O	O	-	0	1866	1935	1305	1340	-
0	)	O	O	-	0	1866	1935	1305	1340	-
0	empfelilen	O	O	-	0	1947	2101	1306	1340	-
0	und	O	O	-	0	2125	2180	1307	1335	-
0	vorsondon	O	O	-	0	2207	2354	1307	1336	-
0	Neubauer	B-PER	O	-	0	647	1300	1349	1512	-
0	&	I-PER	O	-	0	1361	1443	1379	1481	-
0	Rendelmann	B-PER	O	-	0	1499	2361	1369	1512	-
0	,	O	O	-	0	1499	2361	1369	1512	-
0	banbgesohaͤft	O	O	-	0	1276	1526	1526	1577	-
0	berlin	O	O	-	0	1549	1661	1528	1570	-
0	M	O	O	-	0	1684	1744	1528	1577	-
0	.	O	O	-	0	1684	1744	1528	1577	-
0	llIILIIIIIIIILVicarien	O	O	-	0	644	1446	1582	1649	-
0	-	O	O	-	0	644	1446	1582	1649	-
0	Strauo	O	O	-	0	1447	1590	1604	1631	-
0	Ivsiι	O	O	-	0	1606	1771	1603	1634	-
0	JIILIIH	O	O	-	0	1798	2380	1582	1649	-
0	Tolegramm4	O	O	-	0	1250	1505	1675	1711	-
0	dr	O	O	-	0	1250	1505	1675	1711	-
0	.	O	O	-	0	1250	1505	1675	1711	-
0	:	O	O	-	0	1250	1505	1675	1711	-
0	L	O	O	-	0	644	2359	1651	1735	-
0	.	O	O	-	0	644	2359	1651	1735	-
0		O	O	-	0	1539	1788	1676	1705	-
0	Hilliononnaus	O	O	-	0	1539	1788	1676	1705	-
0	.	O	O	-	0	1539	1788	1676	1705	-
0	.	O	O	-	0	1539	1788	1676	1705	-
0	nan	O	O	-	0	1821	2020	1651	1735	-
0	—	O	O	-	0	1821	2020	1651	1735	-
0	—	O	O	-	0	2024	2114	1651	1703	-
0	—	O	O	-	0	2125	2218	1651	1704	-
0	8	O	O	-	0	2315	2359	1651	1726	-
0	—	O	O	-	0	597	944	1813	2205	-
0	—	O	O	-	0	598	1189	2209	2216	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	598	1200	2204	2222	-
0	—	O	O	-	0	1195	1200	2204	2222	-
0	1	O	O	-	0	1195	1200	2223	2231	-
0	—	O	O	-	0	635	1158	2223	2263	-
0	—	O	O	-	0	635	1158	2223	2263	-
0	J	O	O	-	0	635	665	2263	2287	-
0	bei	O	O	-	0	718	742	2269	2283	-
0	ousar	O	O	-	0	751	814	2266	2285	-
0	Aotno	B-LOC	O	-	0	824	890	2267	2287	-
0	,	O	O	-	0	824	890	2267	2287	-
0	wuhelmstrasse	B-LOC	O	-	0	899	1018	2269	2284	-
0	n	O	O	-	0	1028	1044	2269	2286	-
0	.	O	O	-	0	1028	1044	2269	2286	-
0	w	O	O	-	0	1052	1075	2270	2285	-
0	.	O	O	-	0	1052	1075	2270	2285	-
0	u	O	O	-	0	1128	1159	2263	2287	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	—	O	O	-	0	619	1171	2288	2304	-
0	„	O	O	-	0	618	867	2304	2352	-
0	Sehiscmayer	B-PER	O	-	0	618	867	2304	2352	-
0	,	O	O	-	0	618	867	2304	2352	-
0	Pianoiorteiahritl	O	O	-	0	878	1201	2304	2351	-
0	rormals	O	O	-	0	618	700	2349	2372	-
0	4	O	O	-	0	711	726	2351	2369	-
0	.	O	O	-	0	711	726	2351	2369	-
0		O	O	-	0	738	752	2351	2369	-
0	4	O	O	-	0	738	752	2351	2369	-
0	p	O	O	-	0	764	781	2351	2369	-
0	.	O	O	-	0	764	781	2351	2369	-
0		O	O	-	0	792	917	2351	2372	-
0	Seniodmayer	B-PER	O	-	0	792	917	2351	2372	-
0	.	O	O	-	0	792	917	2351	2372	-
0	xvi	O	O	-	0	921	978	2350	2372	-
0	.	O	O	-	0	921	978	2350	2372	-
0	noiotor	O	O	-	0	989	1086	2352	2369	-
0	unton	O	O	-	0	1086	1201	2344	2372	-
0	.	O	O	-	0	1086	1201	2344	2372	-
0	l	O	O	-	0	1086	1201	2344	2372	-
0	im	O	O	-	0	618	770	2372	2392	-
0	—	O	O	-	0	758	839	2373	2392	-
0	—	O	O	-	0	838	886	2374	2392	-
0	—	O	O	-	0	838	886	2374	2392	-
0	—	O	O	-	0	884	975	2373	2392	-
0	—	O	O	-	0	884	975	2373	2392	-
0	—	O	O	-	0	969	995	2375	2392	-
0	m	O	O	-	0	995	1027	2375	2392	-
0	—	O	O	-	0	1019	1200	2371	2393	-
0	mmmmmmmmmmummmmmmmmmmmu	O	O	-	0	618	1200	2388	2408	-
0	Niedarlage	O	O	-	0	632	767	2409	2436	-
0	fur	O	O	-	0	776	804	2410	2431	-
0	Harmoniums	O	O	-	0	816	1003	2409	2433	-
0	in	O	O	-	0	1005	1049	2410	2434	-
0	berlinéti	O	O	-	0	1059	1201	2409	2436	-
0	]	O	O	-	0	1059	1201	2409	2436	-
0	bei	O	O	-	0	635	729	2437	2464	-
0	eari	O	O	-	0	739	784	2440	2459	-
0	gimon	O	O	-	0	795	866	2440	2462	-
0	.	O	O	-	0	795	866	2440	2462	-
0	ustugtatonatiatso	O	O	-	0	876	1019	2443	2462	-
0	ei	O	O	-	0	1027	1065	2443	2460	-
0	.	O	O	-	0	1027	1065	2443	2460	-
0	.	O	O	-	0	1066	1088	2444	2460	-
0	nan	O	O	-	0	1125	1157	2437	2464	-
0	5	O	O	-	0	1125	1157	2437	2464	-
0	j	O	O	-	0	1195	1200	2435	2464	-
0	Aummmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	O	O	-	0	653	1139	2464	2473	-
0	m	O	O	-	0	653	1200	2464	2473	-
0	1	O	O	-	0	1195	1200	2465	2473	-
0	—	O	O	-	0	618	1191	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	618	1200	2472	2494	-
0	—	O	O	-	0	1195	1200	2473	2494	-
0	hürleheiden	O	O	-	0	607	1201	2495	2624	-
0	—	O	O	-	0	622	707	2629	2650	-
0	DUno	O	O	-	0	725	1058	2625	2652	-
0	Ordrolent	O	O	-	0	725	1058	2625	2652	-
0	?	O	O	-	0	725	1058	2625	2652	-
0	—	O	O	-	0	1073	1159	2629	2650	-
0	ſ	O	O	-	0	1176	1201	2606	2711	-
0	—	O	O	-	0	901	963	2675	2709	-
0	Feinsto	O	O	-	0	610	674	2977	2995	-
0	Luausmaseliine	O	O	-	0	680	818	2978	2995	-
0	mit	O	O	-	0	825	854	2979	2995	-
0	undurendriugllehen	O	O	-	0	859	1032	2979	2999	-
0	Seulauelireiſen	O	O	-	0	1038	1168	2979	2997	-
0	l	O	O	-	0	1177	1201	2976	3002	-
0	]	O	O	-	0	1177	1201	2976	3002	-
0	GEemengl⸗	O	O	-	0	760	877	3002	3020	-
0	Vortrotor	O	O	-	0	878	1015	3001	3021	-
0	?	O	O	-	0	878	1015	3001	3021	-
0	nan	O	O	-	0	681	866	3028	3055	-
0	Utenanrcl	B-PER	O	-	0	681	866	3028	3055	-
0	Boenlita	I-PER	O	-	0	891	1102	3030	3061	-
0	,	O	O	-	0	891	1102	3030	3061	-
0	Borlim	O	O	-	0	738	814	3064	3082	-
