No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://content.staatsbibliothek-berlin.de/zefys/SNP27112366-18740825-0-6-0-0/left,top,width,height/full/0/default.jpg
0	Burean	O	O	-	0	420	514	195	216	-
0	)	O	O	-	0	420	514	195	216	-
0	ſtatt	O	O	-	0	531	575	194	218	-
0	,	O	O	-	0	531	575	194	218	-
0	in	O	O	-	0	594	612	195	214	-
0	welcher	O	O	-	0	622	686	196	217	-
0	die	O	O	-	0	696	722	197	216	-
0	Llquidation	O	O	-	0	732	834	197	220	-
0	der	O	O	-	0	851	879	201	220	-
0	oeenſchaſt	O	O	-	0	888	990	201	222	-
0	ze	O	O	-	0	999	1018	203	220	-
0	ſchloſfen	O	O	-	0	420	493	217	238	-
0	wurde	O	O	-	0	504	572	217	235	-
0	.	O	O	-	0	504	572	217	235	-
0	nan	O	O	-	0	587	625	217	236	-
0	Bie	O	O	-	0	587	625	217	236	-
0	ſchon	O	O	-	0	635	679	218	239	-
0	früher	O	O	-	0	691	745	219	240	-
0	erwaͤhnt	O	O	-	0	755	831	221	244	-
0	,	O	O	-	0	755	831	221	244	-
0	handelt	O	O	-	0	847	913	223	242	-
0	ei	O	O	-	0	922	941	225	241	-
0	ſich	O	O	-	0	950	979	223	243	-
0	hie	O	O	-	0	990	1018	224	244	-
0	nur	O	O	-	0	420	452	242	256	-
0	umn	O	O	-	0	462	491	242	256	-
0	eine	O	O	-	0	500	536	237	256	-
0	Unwandlung	O	O	-	0	547	666	239	261	-
0	der	O	O	-	0	676	703	240	258	-
0	Geſelſchaft	O	O	-	0	711	813	240	262	-
0	aus	O	O	-	0	823	855	246	262	-
0	einer	O	O	-	0	864	907	245	262	-
0	Commandit	O	O	-	0	912	1018	245	262	-
0	Belellihaft	O	O	-	0	419	522	259	281	-
0	amf	O	O	-	0	530	561	260	278	-
0	Aftien	O	O	-	0	572	630	260	278	-
0	in	O	O	-	0	639	662	261	278	-
0	eine	O	O	-	0	667	703	261	279	-
0	reine	O	O	-	0	718	761	264	281	-
0	Uttien	O	O	-	0	773	829	264	283	-
0	⸗	O	O	-	0	830	937	265	286	-
0	Geſcuſchaft	O	O	-	0	830	937	265	286	-
0	nan	O	O	-	0	975	1018	267	285	-
0	Oieſf	O	O	-	0	975	1018	267	285	-
0	wird	O	O	-	0	419	458	281	298	-
0	ſich	O	O	-	0	469	497	280	302	-
0	in	O	O	-	0	516	533	280	298	-
0	Kürze	O	O	-	0	543	595	280	303	-
0	konſtttuiren	O	O	-	0	613	720	281	305	-
0	,	O	O	-	0	613	720	281	305	-
0	und	O	O	-	0	738	770	285	303	-
0	werden	O	O	-	0	788	849	287	304	-
0	den	O	O	-	0	866	894	287	305	-
0	Aufſichtzratt	O	O	-	0	906	1018	287	307	-
0	derſelben	O	O	-	0	419	497	301	322	-
0	bilden	O	O	-	0	516	578	301	320	-
0	:	O	O	-	0	516	578	301	320	-
0	der	O	O	-	0	596	624	303	320	-
0	Gebeime	B-ORG	O	-	0	634	717	303	322	-
0	Commerzienratb	I-ORG	O	-	0	724	869	305	328	-
0	Zwicker	B-PER	O	Q17322603	0	879	943	308	328	0.17
0	für	O	O	-	0	957	984	309	328	-
0	die	O	O	-	0	997	1018	311	327	-
0	Firma	O	O	-	0	418	475	322	344	-
0	Gebrüder	B-ORG	O	-	0	481	566	322	341	-
0	Schickler	I-ORG	O	-	0	572	653	323	344	-
0	der	O	O	-	0	664	691	326	343	-
0	Geheime	O	O	-	0	696	774	325	345	-
0	Cemmerzienratt	O	O	-	0	780	927	328	350	-
0	v	B-PER	O	-	0	934	950	333	348	-
0	.	I-PER	O	-	0	934	950	333	348	-
0	Bleichroeder	I-PER	O	-	0	958	1018	330	348	-
0	für	O	O	-	0	491	519	344	364	-
0	die	O	O	-	0	540	565	345	362	-
0	ſitrma	B-ORG	O	Q806781	0	577	632	344	366	0.37
0	S	I-ORG	O	Q806781	0	642	666	338	364	0.37
0	.	O	O	-	0	642	666	338	364	-
0	Bleichroeder	O	O	-	0	677	791	346	368	-
0	.	O	O	-	0	677	791	346	368	-
0		O	O	-	0	813	863	349	370	-
0	Gerr	O	O	-	0	813	863	349	370	-
0	Schüler	O	O	-	0	865	935	350	369	-
0	fur	O	O	-	0	952	979	350	370	-
0	die	O	O	-	0	996	1018	352	369	-
0	—	O	O	-	0	414	458	449	469	-
0	—	O	O	-	0	459	538	449	471	-
0	ꝓ	O	O	-	0	538	570	450	469	-
0	—	O	O	-	0	573	591	450	467	-
0	—	O	O	-	0	609	669	450	470	-
0	—	O	O	-	0	670	758	453	472	-
0	⏑	O	O	-	0	759	769	458	472	-
0	n	O	O	-	0	771	795	455	475	-
0	⏑	O	O	-	0	796	824	459	475	-
0	—	O	O	-	0	825	902	455	473	-
0	⏑	O	O	-	0	902	908	461	472	-
0	:	O	O	-	0	910	933	456	476	-
0	:	O	O	-	0	946	975	459	475	-
0	—	O	O	-	0	414	1017	449	476	-
0	1	O	O	-	0	414	1017	449	476	-
0	—	O	O	-	0	991	1017	457	475	-
0	enteten	O	O	-	0	412	493	514	530	-
0	.	O	O	-	0	412	493	514	530	-
0	nan	O	O	-	0	417	472	364	387	-
0	Firma	B-ORG	O	Q895725|Q1484243	0	417	472	364	387	0.14,0.11
0	F	I-ORG	O	Q895725|Q1484243	0	482	503	364	387	0.14,0.11
0	.	O	O	-	0	482	503	364	387	-
0	Mart	I-ORG	O	Q806773|Q1921426	0	515	569	364	384	0.45,0.11
0	.	O	O	-	0	515	569	364	384	-
0		O	O	-	0	581	663	365	389	-
0	Magnus	I-PER	O	Q566085|Q44318	0	581	663	365	389	0.15,0.11
0	,	O	O	-	0	581	663	365	389	-
0	Conful	O	O	-	0	680	744	367	387	-
0	v	O	O	-	0	754	769	373	387	-
0	.	O	O	-	0	754	769	373	387	-
0	Oppenfeld	O	O	-	0	782	874	370	391	-
0	f	O	O	-	0	889	906	372	391	-
0	die	O	O	-	0	907	952	372	389	-
0	Firma	O	O	-	0	963	1018	373	391	-
