No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# https://content.staatsbibliothek-berlin.de/zefys/SNP2436020X-19140221-0-18-0-0/left,top,width,height/full/0/default.jpg
0	18	O	O	-	0	718	748	485	506	-
0	nan	O	O	-	0	1287	1388	482	507	-
0	Berliner	B-ORG	O	Q19724822	0	1287	1388	482	507	0.63
0	Börſen⸗	I-ORG	O	Q19724822	0	1405	1588	481	510	0.63
0	Zeitung	O	O	-	0	1405	1588	481	510	-
0	Nr	O	O	-	0	1607	1645	483	507	-
0	.	O	O	-	0	1607	1645	483	507	-
0	87	O	O	-	0	1664	1703	483	506	-
0	.	O	O	-	0	1664	1703	483	506	-
0	nan	O	O	-	0	2198	2263	482	502	-
0	1914	O	O	-	0	2198	2263	482	502	-
0	nan	O	O	-	0	750	761	551	568	-
0	5	O	O	-	0	750	761	551	568	-
0	%	O	O	-	0	750	761	551	568	-
0	Prager	O	O	-	0	796	864	551	570	-
0	Stadtanleihe	O	O	-	0	876	1003	550	570	-
0	,	O	O	-	0	876	1003	550	570	-
0	4	O	O	-	0	751	782	574	591	-
0	1	O	O	-	0	751	782	574	591	-
0	/	O	O	-	0	751	782	574	591	-
0	2	O	O	-	0	751	782	574	591	-
0	%	O	O	-	0	751	782	574	591	-
0	Wiener	O	O	-	0	820	892	574	590	-
0	Schatzscheine	O	O	-	0	904	1053	573	592	-
0	,	O	O	-	0	904	1053	573	592	-
0	4	O	O	-	0	748	780	596	614	-
0	1	O	O	-	0	748	780	596	614	-
0	/	O	O	-	0	748	780	596	614	-
0	2	O	O	-	0	748	780	596	614	-
0	%	O	O	-	0	748	780	596	614	-
0	Pfandbriefe	O	O	-	0	817	931	596	613	-
0	der	O	O	-	0	945	977	596	612	-
0	Norwegischen	B-ORG	O	Q1203131	0	990	1134	596	617	0.1
0	Hypothekenbank	I-ORG	O	Q1203131	0	1148	1320	595	617	0.1
0	,	O	O	-	0	1148	1320	595	617	-
0	5	O	O	-	0	748	760	619	636	-
0	%	O	O	-	0	748	760	619	636	-
0	bzw	O	O	-	0	795	838	619	636	-
0	.	O	O	-	0	795	838	619	636	-
0	4	O	O	-	0	851	882	619	636	-
0	1	O	O	-	0	851	882	619	636	-
0	/	O	O	-	0	851	882	619	636	-
0	2	O	O	-	0	851	882	619	636	-
0	%	O	O	-	0	851	882	619	636	-
0	Schuldverschreibungen	O	O	-	0	919	1156	619	640	-
0	der	O	O	-	0	1169	1202	619	636	-
0	Allgemeinen	B-ORG	O	-	0	1215	1341	619	640	-
0	Elektricitäts⸗	I-ORG	O	-	0	1354	1482	617	636	-
0	Gesellschaft	O	O	-	0	1354	1482	617	636	-
0	,	O	O	-	0	817	941	641	661	-
0	4	O	O	-	0	749	781	665	682	-
0	1	O	O	-	0	749	781	665	682	-
0	/	O	O	-	0	749	781	665	682	-
0	2	O	O	-	0	749	781	665	682	-
0	%	O	O	-	0	749	781	665	682	-
0	Baltimore	B-LOC	O	Q5092	0	817	916	664	681	0.72
0	and	O	O	-	0	928	962	664	681	-
0	Ohio	B-LOC	O	Q1397|Q4915	0	975	1022	664	682	0.58,0.13
0	R	O	O	-	0	1035	1056	665	682	-
0	.	O	O	-	0	1035	1056	665	682	-
0	R	O	O	-	0	1068	1089	664	682	-
0	.	O	O	-	0	1068	1089	664	682	-
0	Co	O	O	-	0	1102	1135	664	682	-
0	.	O	O	-	0	1102	1135	664	682	-
0	20	O	O	-	0	1148	1170	664	681	-
0	Years	O	O	-	0	1183	1240	665	682	-
0	Gold	O	O	-	0	1253	1297	664	682	-
