No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
# http://content.staatsbibliothek-berlin.de/zefys/SNP9838247-18761206-0-1-0-0/left,top,width,height/full/0/default.jpg
1	No	O	O	-	0	241	473	362	423
2	49.	O	O	-	0	241	473	362	423
0		O	O		0	936	1551	292	453
1	Provinzial-Correſpondenz	O	O	-	0	936	1551	292	453
2	.	O	O	-	0	1565	2490	285	450
0		O	O		0	2621	2677	353	415
1	6.	O	O	-	0	2621	2677	353	415
2	Dezember	O	O	-	0	2710	2983	351	430
3	1876	O	O	-	0	3012	3175	351	416
4	.	O	O	-	0	3012	3175	351	416
0		O	O		0	1984	1988	442	443
1	um	O	O	-	0	1984	1988	442	443
0		O	O		0	1434	1718	455	503
1	Vierzehuter	O	O	-	0	1434	1718	455	503
2	Jahrgang	O	O	-	0	1740	1992	454	503
3	.	O	O	-	0	1740	1992	454	503
0		O	O	-	0	242	358	558	604
1	Vor	O	O	-	0	242	358	558	604
2	den	O	O	-	0	382	473	558	602
3	letzten	O	O	-	0	497	652	556	608
4	Entſcheidungen	O	O	-	0	672	1090	552	608
5	über	O	O	-	0	1115	1233	552	598
6	die	O	O	-	0	1252	1328	555	597
7	Juſtizgeſetze	O	O	-	0	1346	1680	553	607
8	.	O	O	-	0	1346	1680	553	607
0		O	O	-	0	350	432	622	665
1	Der	O	O	-	0	350	432	622	665
2	Reichstag	O	O	-	0	457	665	617	669
3	iſt	O	O	-	0	698	749	614	669
4	in	O	O	-	0	784	832	618	660
5	der	O	O	-	0	858	921	614	659
6	Behandlung	O	O	-	0	948	1217	615	669
7	ſeiner	O	O	-	0	1247	1366	615	665
8	höchſten	O	O	-	0	1391	1558	614	668
9	dies⸗maligen	O	O	-	0	1585	1680	614	658
10	Aufgabe	O	O	-	0	440	625	668	721
11	bei	O	O	-	0	647	709	666	711
12	einer	O	O	-	0	724	841	666	711
13	kurzen	O	O	-	0	864	1002	666	721
14	Pauſe	O	O	-	0	1017	1155	667	720
15	angelangt	O	O	-	0	1174	1401	667	720
16	,	O	O	-	0	1174	1401	667	720
17	welche	O	O	-	0	1427	1556	666	717
18	allen	O	O	-	0	1575	1682	666	710
19	Betheiligten	O	O	-	0	241	505	724	777
20	die	O	O	-	0	531	593	717	764
21	ernſte	O	O	-	0	619	737	720	773
22	Sammlung	O	O	-	0	764	996	720	763
23	zu	O	O	-	0	1000	1092	731	774
24	den	O	O	-	0	1092	1174	718	762
25	letzten	O	O	-	0	1176	1356	720	772
26	entſcheidenden	O	O	-	0	1383	1681	716	771
27	Entſchließungen	O	O	-	0	245	588	775	830
28	ermöglicht	O	O	-	0	614	844	769	824
29	.	O	O	-	0	614	844	769	824
0		O	O	-	0	349	428	827	870
1	Die	O	O	-	0	349	428	827	870
2	großen	O	O	-	0	454	598	824	877
3	Geſetze	O	O	-	0	625	787	822	876
4	,	O	O	-	0	625	787	822	876
5	welche	O	O	-	0	826	957	823	873
6	die	O	O	-	0	997	1056	822	867
7	Rechtseinheit	O	O	-	0	1094	1375	821	875
8	im	O	O	-	0	1399	1460	821	865
9	deutſchen	O	O	-	0	1487	1679	820	871
10	Volke	O	O	-	0	244	366	880	927
11	begründen	O	O	-	0	392	616	876	930
12	ſollen	O	O	-	0	641	781	862	926
13	,	O	O	-	0	641	781	862	926
14	ſind	O	O	-	0	807	889	874	924
15	nunmehr	O	O	-	0	917	1118	874	927
16	in	O	O	-	0	1144	1191	873	917
17	der	O	O	-	0	1217	1281	874	917
18	zweiten	O	O	-	0	1307	1488	872	927
19	,	O	O	-	0	1307	1488	872	927
20	ſachlich	O	O	-	0	1494	1676	872	925
21	eingehenden	O	O	-	0	244	500	928	980
22	Leſung	O	O	-	0	543	694	928	980
23	vollſtändig	O	O	-	0	740	976	925	980
24	durchberathen	O	O	-	0	1011	1319	925	979
25	,	O	O	-	0	1011	1319	925	979
26	und	O	O	-	0	1362	1444	923	969
27	in	O	O	-	0	1478	1536	923	968
28	etwa	O	O	-	0	1580	1679	923	967
29	achks	O	O	-	0	246	477	979	1034
30	Tagen	O	O	-	0	246	477	979	1034
31	ſoll	O	O	-	0	478	592	978	1033
32	die	O	O	-	0	600	677	976	1021
33	letzte	O	O	-	0	675	796	977	1030
34	Leſung	O	O	-	0	820	971	979	1032
35	folgen	O	O	-	0	998	1151	979	1032
