No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
# http://content.staatsbibliothek-berlin.de/zefys/SNP27646518-18970505-0-20-0-0/left,top,width,height/full/0/default.jpg
1	F	O	O	-	0	659	900	519	705
2	N	O	O	-	0	907	1202	537	705
3	Weimar-Lotterie	O	O	-	0	668	2341	746	857
4	Elenung	O	O	-	0	875	1062	890	957
5	dioson	O	O	-	0	1080	1229	891	944
6	Sonnabond	O	O	-	0	1241	1513	888	966
7	,	O	O	-	0	1241	1513	888	966
8	8.	O	O	-	0	1535	1574	890	941
9	Ial	O	O	-	0	1590	1682	888	953
10	,	O	O	-	0	1590	1682	888	953
11	und	O	O	-	0	1703	1787	889	941
12	iolgende	O	O	-	0	1802	1995	889	955
13	Tage	O	O	-	0	2012	2140	892	956
14	.	O	O	-	0	2012	2140	892	956
0		O	O	-	0	1312	1486	974	997
1	Gegammtwerm	O	O	-	0	1312	1486	974	997
2	der	O	O	-	0	1502	1540	973	996
3	Gewinne	O	O	-	0	1554	1662	972	995
4	:	O	O	-	0	1554	1662	972	995
5	JJJ	O	O	-	0	1874	2244	1012	1279
6	.	O	O	-	0	1874	2244	1012	1279
7	JJJJJ	B-PER	O	Q48837746|Q726804|Q982674|Q1395650|Q12022803	0	772	1719	1011	1293
0		O	O		0	654	776	1306	1334
1	Locas	I-PER	O	Q48837746|Q726804|Q982674|Q1395650|Q12022803	0	654	776	1306	1334
2	A	I-PER	O	Q48837746|Q726804|Q982674|Q1395650|Q12022803	0	799	825	1307	1334
3	I	I-PER	O	Q48837746|Q726804|Q982674|Q1395650|Q12022803	0	847	869	1307	1334
4	Hurt	I-PER	O	Q48837746|Q726804|Q982674|Q1395650|Q12022803	0	892	1012	1307	1339
5	,	O	O	-	0	892	1012	1307	1339
6	.	O	O	-	0	892	1012	1307	1339
7	II	O	O	-	0	1019	1071	1306	1335
8	Looso	O	O	-	0	1096	1183	1306	1335
9	15	O	O	-	0	1208	1250	1294	1335
10	Nart	O	O	-	0	1269	1349	1306	1335
11	Worto	O	O	-	0	1375	1473	1306	1340
12	und	O	O	-	0	1497	1553	1306	1335
13	beido	O	O	-	0	1579	1657	1306	1335
14	Listoen	O	O	-	0	1682	1777	1306	1335
15	30	O	O	-	0	1804	1842	1305	1334
16	Pt	O	O	-	0	1866	1935	1305	1340
17	.	O	O	-	0	1866	1935	1305	1340
18	)	O	O	-	0	1866	1935	1305	1340
19	empfelilen	O	O	-	0	1947	2101	1306	1340
20	und	O	O	-	0	2125	2180	1307	1335
21	vorsondon	O	O	-	0	2207	2354	1307	1336
0		O	O		0	647	1300	1349	1512
1	Neubauer	B-PER	O	-	0	647	1300	1349	1512
2	&	O	O	-	0	1361	1443	1379	1481
3	Rendelmann	B-PER	O	-	0	1499	2361	1369	1512
4	,	O	O	-	0	1499	2361	1369	1512
5	Bankgeschäft	O	O	-	0	1276	1526	1526	1577
6	Berlin	O	O	-	0	1549	1661	1528	1570
7	W.	O	O	-	0	1684	1744	1528	1577
0		O	O		0	644	1446	1582	1649
1	llIILIIIIIIIILVicarien	O	O	-	0	644	1446	1582	1649
0		O	O		0	644	1446	1582	1649
1	Friedrich-Strasse	O	O	-	0	644	1446	1582	1649
2	198/199	O	O	-	0	1606	1771	1603	1634
0		O	O		0	1798	2380	1582	1649
1	JIILIIH	O	O	-	0	1798	2380	1582	1649
0		O	O		0	1250	1505	1675	1711
1	Tolegramm4	O	O	-	0	1250	1505	1675	1711
2	dr	O	O	-	0	1250	1505	1675	1711
3	.	O	O	-	0	1250	1505	1675	1711
4	:	O	O	-	0	1250	1505	1675	1711
5	L	B-PER	O	Q7411899	0	644	2359	1651	1735
6	.	O	O	-	0	644	2359	1651	1735
7	Millionenhaus	I-PER	O	-	0	1539	1788	1676	1705
8	.	O	O	-	0	1539	1788	1676	1705
0		O	O		0	1539	1788	1676	1705
1	.	O	O	-	0	1539	1788	1676	1705
2	—	O	O	-	0	1821	2020	1651	1735
3	—	O	O	-	0	2024	2114	1651	1703
4	—	O	O	-	0	2125	2218	1651	1704
5	8	O	O	-	0	2315	2359	1651	1726
0		O	O		0	597	944	1813	2205
1	G.	O	O	-	0	597	944	1813	2205
2	W.	O	O	-	0	597	944	1813	2205
3	Schutz-Marke	O	O		0	597	944	1813	2205
0		O	O		0	597	944	1813	2205
1	Gebr.	O	O	-	0	597	944	1813	2205
2	Wiedemann	O	O	-	0	597	944	1813	2205
3	Allgäu	O	O	-	0	597	944	1813	2205
0		O	O		0	598	1189	2209	2216
1	—	O	O	-	0	598	1189	2209	2216
2	—	O	O	-	0	598	1200	2204	2222
3	—	O	O	-	0	598	1200	2204	2222
4	—	O	O	-	0	598	1200	2204	2222
5	—	O	O	-	0	598	1200	2204	2222
6	—	O	O	-	0	598	1200	2204	2222
7	—	O	O	-	0	598	1200	2204	2222
8	—	O	O	-	0	598	1200	2204	2222
9	—	O	O	-	0	1195	1200	2204	2222
10	1	O	O	-	0	1195	1200	2223	2231
0		O	O		0	635	1158	2223	2263
1	Berlin	O	O	-	0	635	1158	2223	2263
0		O	O		0	635	1158	2223	2263
1	—	O	O	-	0	635	1158	2223	2263
2	J	O	O	-	0	635	665	2263	2287
